Mon-Yr,CA,Alameda,Contra-Costa,Marin,Napa,San Francisco,San Mateo,Santa Clara,Solano,Sonoma,S.F. Bay Area,Year
9-Jun,"$274,640 ","$405,260 ","$261,840 ","$835,937 ","$385,713 ","$789,352 ","$756,250 ","$550,000 ","$193,269 ","$338,505 ","$411,590 ",2009
9-Jul,"$285,310 ","$397,460 ","$278,820 ","$762,500 ","$369,642 ","$786,972 ","$755,000 ","$587,000 ","$209,066 ","$365,966 ","$433,620 ",2009
9-Aug,"$293,400 ","$392,260 ","$276,030 ","$835,000 ","$337,096 ","$710,843 ","$672,500 ","$555,000 ","$210,577 ","$361,792 ","$411,270 ",2009
9-Sep,"$296,610 ","$432,440 ","$271,960 ","$804,166 ","$355,555 ","$736,666 ","$690,000 ","$553,000 ","$207,432 ","$352,586 ","$429,650 ",2009
9-Oct,"$297,500 ","$427,180 ","$295,440 ","$769,737 ","$377,272 ","$766,827 ","$702,000 ","$590,000 ","$203,297 ","$372,268 ","$441,150 ",2009
9-Nov,"$304,550 ","$431,980 ","$304,420 ","$727,272 ","$402,381 ","$815,476 ","$725,000 ","$605,000 ","$225,949 ","$365,908 ","$453,110 ",2009
9-Dec,"$306,860 ","$408,590 ","$294,440 ","$815,341 ","$364,999 ","$764,583 ","$750,000 ","$560,000 ","$222,074 ","$386,915 ","$437,100 ",2009
10-Jan,"$284,600 ","$383,330 ","$274,100 ","$729,166 ","$358,695 ","$696,428 ","$633,500 ","$525,000 ","$215,983 ","$365,822 ","$398,900 ",2010
10-Feb,"$278,190 ","$410,230 ","$278,350 ","$782,609 ","$336,842 ","$692,934 ","$655,000 ","$550,000 ","$204,297 ","$356,707 ","$416,500 ",2010
10-Mar,"$300,900 ","$432,720 ","$287,800 ","$790,625 ","$351,562 ","$799,528 ","$800,000 ","$590,000 ","$211,538 ","$359,047 ","$432,200 ",2010
10-Apr,"$307,000 ","$407,830 ","$298,850 ","$892,360 ","$343,750 ","$799,180 ","$750,000 ","$628,000 ","$211,670 ","$365,140 ","$446,410 ",2010
10-May,"$327,460 ","$472,370 ","$308,330 ","$838,940 ","$367,390 ","$747,023 ","$740,000 ","$630,000 ","$224,120 ","$368,310 ","$483,800 ",2010
10-Jun,"$313,890 ","$474,520 ","$326,970 ","$840,686 ","$390,322 ","$848,557 ","$793,000 ","$633,000 ","$212,832 ","$366,386 ","$479,630 ",2010
10-Jul,"$318,550 ","$458,180 ","$318,110 ","$822,674 ","$391,666 ","$777,500 ","$816,000 ","$630,000 ","$212,963 ","$370,429 ","$485,310 ",2010
10-Aug,"$320,860 ","$440,480 ","$313,200 ","$794,120 ","$394,230 ","$709,459 ","$780,000 ","$625,000 ","$207,090 ","$378,830 ","$468,310 ",2010
10-Sep,"$309,720 ","$424,770 ","$310,840 ","$797,790 ","$347,830 ","$717,672 ","$685,000 ","$608,000 ","$199,700 ","$369,660 ","$451,400 ",2010
10-Oct,"$305,150 ","$444,670 ","$289,830 ","$757,810 ","$344,740 ","$736,841 ","$675,000 ","$618,500 ","$218,180 ","$351,250 ","$457,970 ",2010
10-Nov,"$296,480 ","$434,420 ","$281,400 ","$861,610 ","$334,620 ","$766,304 ","$696,000 ","$575,000 ","$213,260 ","$349,380 ","$439,790 ",2010
10-Dec,"$304,770 ","$412,210 ","$287,080 ","$753,680 ","$350,000 ","$721,036 ","$699,500 ","$548,000 ","$204,290 ","$344,680 ","$428,840 ",2010
11-Jan,"$279,220 ","$363,750 ","$257,930 ","$657,890 ","$313,890 ","$632,936 ","$575,000 ","$524,000 ","$192,170 ","$338,090 ","$386,390 ",2011
11-Feb,"$271,370 ","$392,660 ","$267,270 ","$632,580 ","$354,760 ","$645,454 ","$591,500 ","$520,000 ","$191,780 ","$315,340 ","$379,250 ",2011
11-Mar,"$286,550 ","$420,420 ","$273,350 ","$826,700 ","$332,610 ","$764,535 ","$666,950 ","$550,250 ","$193,480 ","$325,910 ","$418,980 ",2011
11-Apr,"$294,140 ","$390,960 ","$286,320 ","$726,060 ","$306,820 ","$721,311 ","$700,000 ","$578,000 ","$189,120 ","$332,650 ","$421,770 ",2011
11-May,"$292,850 ","$415,830 ","$283,950 ","$807,140 ","$377,270 ","$701,922 ","$800,000 ","$599,950 ","$191,850 ","$353,750 ","$440,330 ",2011
11-Jun,"$296,410 ","$415,300 ","$299,360 ","$843,080 ","$350,000 ","$742,646 ","$735,000 ","$623,000 ","$189,790 ","$327,430 ","$454,370 ",2011
11-Jul,"$297,660 ","$420,150 ","$292,620 ","$761,030 ","$334,780 ","$739,753 ","$729,900 ","$607,000 ","$190,560 ","$333,490 ","$432,080 ",2011
11-Aug,"$297,060 ","$407,420 ","$294,060 ","$806,550 ","$354,760 ","$698,629 ","$742,000 ","$595,000 ","$197,880 ","$339,200 ","$430,350 ",2011
11-Sep,"$288,700 ","$390,440 ","$282,000 ","$786,580 ","$331,820 ","$654,850 ","$640,000 ","$569,100 ","$188,790 ","$355,670 ","$413,160 ",2011
11-Oct,"$277,450 ","$391,710 ","$275,710 ","$781,250 ","$330,430 ","$739,918 ","$672,000 ","$549,000 ","$191,050 ","$322,600 ","$398,100 ",2011
11-Nov,"$279,910 ","$396,990 ","$279,330 ","$736,410 ","$339,470 ","$696,917 ","$735,000 ","$560,000 ","$190,770 ","$321,290 ","$404,270 ",2011
11-Dec,"$288,950 ","$383,430 ","$275,180 ","$693,880 ","$344,830 ","$656,609 ","$595,000 ","$535,000 ","$190,200 ","$325,260 ","$389,290 ",2011
12-Jan,"$271,490 ","$340,600 ","$258,430 ","$694,440 ","$344,740 ","$649,999 ","$578,500 ","$495,000 ","$184,440 ","$326,920 ","$361,280 ",2012
12-Feb,"$268,810 ","$360,670 ","$252,150 ","$732,140 ","$348,000 ","$665,492 ","$582,500 ","$530,000 ","$179,020 ","$324,710 ","$374,430 ",2012
12-Mar,"$295,630 ","$372,220 ","$283,010 ","$672,620 ","$351,470 ","$701,171 ","$677,900 ","$575,250 ","$194,310 ","$317,650 ","$412,220 ",2012
12-Apr,"$312,500 ","$412,590 ","$317,140 ","$783,850 ","$363,890 ","$782,738 ","$745,000 ","$636,000 ","$191,220 ","$343,750 ","$453,330 ",2012
12-May,"$316,460 ","$430,340 ","$345,180 ","$791,670 ","$343,750 ","$785,714 ","$775,000 ","$643,500 ","$192,980 ","$342,520 ","$472,820 ",2012
12-Jun,"$320,990 ","$459,760 ","$341,100 ","$823,980 ","$357,410 ","$813,559 ","$825,000 ","$695,000 ","$208,020 ","$359,570 ","$496,010 ",2012
12-Jul,"$334,220 ","$473,600 ","$364,020 ","$845,980 ","$419,230 ","$787,791 ","$801,500 ","$690,000 ","$196,110 ","$352,780 ","$503,190 ",2012
12-Aug,"$343,800 ","$466,760 ","$334,080 ","$806,450 ","$385,710 ","$759,615 ","$777,500 ","$666,750 ","$202,240 ","$385,610 ","$488,670 ",2012
12-Sep,"$344,760 ","$454,170 ","$352,260 ","$769,230 ","$381,670 ","$719,339 ","$779,000 ","$650,000 ","$196,980 ","$368,590 ","$481,510 ",2012
12-Oct,"$340,910 ","$460,670 ","$330,370 ","$806,370 ","$426,190 ","$877,155 ","$819,000 ","$688,000 ","$220,560 ","$374,640 ","$510,740 ",2012
12-Nov,"$345,560 ","$467,840 ","$346,370 ","$837,840 ","$378,200 ","$840,277 ","$755,000 ","$679,000 ","$225,400 ","$380,800 ","$511,650 ",2012
12-Dec,"$365,840 ","$463,010 ","$360,110 ","$796,880 ","$360,340 ","$864,795 ","$775,000 ","$681,000 ","$230,830 ","$396,310 ","$513,090 ",2012
13-Jan,"$336,650 ","$466,830 ","$339,340 ","$799,110 ","$411,110 ","$743,643 ","$695,000 ","$652,500 ","$243,520 ","$367,780 ","$473,890 ",2013
13-Feb,"$333,180 ","$451,580 ","$346,670 ","$859,380 ","$468,180 ","$832,031 ","$800,000 ","$710,000 ","$234,520 ","$384,900 ","$496,800 ",2013
13-Mar,"$379,000 ","$523,280 ","$386,410 ","$888,890 ","$430,950 ","$936,110 ","$912,000 ","$730,000 ","$250,000 ","$398,090 ","$560,050 ",2013
13-Apr,"$402,830 ","$573,000 ","$462,720 ","$952,870 ","$453,850 ","$1,011,029 ","$913,500 ","$790,000 ","$255,170 ","$442,100 ","$623,780 ",2013
13-May,"$417,350 ","$593,160 ","$484,640 ","$963,110 ","$488,890 ","$1,009,615 ","$950,000 ","$824,960 ","$265,090 ","$436,520 ","$655,140 ",2013
13-Jun,"$428,700 ","$604,600 ","$491,080 ","$1,000,000 ","$509,620 ","$941,901 ","$1,001,000 ","$809,000 ","$278,920 ","$450,000 ","$657,200 ",2013
13-Jul,"$433,910 ","$614,810 ","$508,720 ","$1,000,000 ","$511,900 ","$884,943 ","$919,000 ","$840,000 ","$279,330 ","$473,640 ","$664,240 ",2013
13-Aug,"$441,010 ","$607,240 ","$482,530 ","$987,740 ","$565,970 ","$954,545 ","$988,440 ","$808,100 ","$295,890 ","$453,790 ","$644,190 ",2013
13-Sep,"$428,290 ","$604,100 ","$454,760 ","$893,140 ","$477,270 ","$941,531 ","$909,000 ","$779,480 ","$286,220 ","$455,850 ","$628,060 ",2013
13-Oct,"$427,540 ","$588,600 ","$446,060 ","$959,740 ","$497,730 ","$933,333 ","$910,000 ","$770,000 ","$294,920 ","$469,900 ","$628,620 ",2013
13-Nov,"$423,090 ","$607,900 ","$457,080 ","$942,070 ","$528,410 ","$974,999 ","$895,000 ","$785,000 ","$280,360 ","$463,820 ","$640,320 ",2013
13-Dec,"$438,790 ","$585,440 ","$451,490 ","$893,750 ","$476,000 ","$951,754 ","$1,000,000 ","$769,900 ","$293,520 ","$464,190 ","$614,590 ",2013
14-Jan,"$412,820 ","$559,110 ","$397,760 ","$905,000 ","$535,000 ","$894,999 ","$955,000 ","$731,000 ","$296,120 ","$460,000 ","$576,040 ",2014
14-Feb,"$406,460 ","$572,630 ","$441,280 ","$967,500 ","$472,000 ","$1,062,500 ","$970,000 ","$805,000 ","$288,300 ","$445,000 ","$617,230 ",2014
14-Mar,"$437,100 ","$623,110 ","$464,350 ","$975,000 ","$536,750 ","$974,490 ","$1,170,500 ","$865,000 ","$312,350 ","$480,000 ","$667,860 ",2014
14-Apr,"$448,720 ","$656,140 ","$494,280 ","$987,000 ","$531,950 ","$1,132,810 ","$1,001,000 ","$900,500 ","$315,150 ","$460,000 ","$705,620 ",2014
14-May,"$465,470 ","$680,020 ","$519,670 ","$1,047,500 ","$587,500 ","$1,120,000 ","$1,140,000 ","$878,080 ","$310,000 ","$490,000 ","$707,270 ",2014
14-Jun,"$457,700 ","$695,210 ","$510,990 ","$1,050,000 ","$529,000 ","$1,206,900 ","$1,150,000 ","$902,500 ","$310,000 ","$495,000 ","$714,270 ",2014
14-Jul,"$464,750 ","$688,870 ","$546,580 ","$1,058,000 ","$599,000 ","$1,094,594 ","$1,117,500 ","$860,750 ","$335,000 ","$500,000 ","$708,140 ",2014
14-Aug,"$481,250 ","$691,500 ","$538,510 ","$952,500 ","$525,000 ","$979,510 ","$1,000,000 ","$865,000 ","$320,000 ","$475,000 ","$694,320 ",2014
14-Sep,"$462,380 ","$652,610 ","$499,220 ","$1,181,500 ","$601,139 ","$1,066,860 ","$1,075,000 ","$850,000 ","$320,000 ","$496,000 ","$683,170 ",2014
14-Oct,"$450,460 ","$659,660 ","$490,480 ","$980,000 ","$539,000 ","$1,200,760 ","$1,071,000 ","$870,000 ","$320,000 ","$490,000 ","$698,370 ",2014
14-Nov,"$444,630 ","$670,320 ","$457,630 ","$1,075,000 ","$619,500 ","$1,163,790 ","$1,092,500 ","$850,000 ","$322,200 ","$475,000 ","$691,520 ",2014
14-Dec,"$453,270 ","$645,680 ","$483,330 ","$980,000 ","$497,500 ","$1,058,820 ","$980,000 ","$846,500 ","$320,000 ","$515,000 ","$660,200 ",2014
15-Jan,"$428,980 ","$610,130 ","$442,440 ","$957,000 ","$495,000 ","$986,610 ","$1,012,500 ","$815,000 ","$315,000 ","$474,500 ","$610,180 ",2015
15-Feb,"$429,930 ","$651,950 ","$476,340 ","$1,000,000 ","$480,000 ","$1,154,760 ","$1,200,000 ","$915,130 ","$330,000 ","$488,250 ","$669,800 ",2015
15-Mar,"$464,640 ","$713,060 ","$491,780 ","$1,142,500 ","$554,750 ","$1,275,000 ","$1,300,000 ","$932,100 ","$350,000 ","$500,500 ","$730,650 ",2015
15-Apr,"$484,370 ","$742,340 ","$553,030 ","$1,100,000 ","$635,000 ","$1,348,480 ","$1,280,000 ","$960,000 ","$339,000 ","$535,000 ","$770,290 ",2015
15-May,"$489,190 ","$763,740 ","$557,060 ","$1,150,000 ","$582,500 ","$1,375,000 ","$1,330,000 ","$993,000 ","$355,000 ","$540,000 ","$772,560 ",2015
15-Jun,"$492,250 ","$750,000 ","$555,000 ","$1,105,000 ","$609,000 ","$1,308,500 ","$1,300,000 ","$990,000 ","$353,000 ","$545,000 ","$748,340 ",2015
15-Jul,"$490,780 ","$765,000 ","$550,000 ","$1,049,000 ","$630,000 ","$1,284,440 ","$1,300,440 ","$965,000 ","$350,000 ","$543,500 ","$774,400 ",2015
15-Aug,"$497,520 ","$735,000 ","$560,000 ","$1,077,500 ","$590,000 ","$1,225,440 ","$1,234,000 ","$973,000 ","$360,000 ","$549,000 ","$748,680 ",2015
15-Sep,"$484,670 ","$731,000 ","$525,000 ","$1,050,000 ","$617,500 ","$1,189,000 ","$1,200,000 ","$955,000 ","$350,000 ","$541,500 ","$734,330 ",2015
15-Oct,"$478,780 ","$710,000 ","$505,000 ","$1,200,000 ","$655,000 ","$1,295,000 ","$1,188,940 ","$951,000 ","$342,500 ","$529,750 ","$732,070 ",2015
15-Nov,"$477,060 ","$730,000 ","$550,000 ","$1,200,000 ","$689,400 ","$1,300,000 ","$1,195,000 ","$965,000 ","$355,000 ","$527,000 ","$745,440 ",2015
15-Dec,"$489,770 ","$731,500 ","$500,000 ","$1,100,000 ","$595,500 ","$1,204,000 ","$1,194,000 ","$920,000 ","$349,450 ","$549,000 ","$729,690 ",2015
16-Jan,"$467,160 ","$700,000 ","$500,000 ","$952,500 ","$584,500 ","$1,160,000 ","$1,077,500 ","$895,000 ","$354,000 ","$550,000 ","$690,000 ",2016
16-Feb,"$444,780 ","$715,000 ","$529,000 ","$1,141,400 ","$650,000 ","$1,410,000 ","$1,200,000 ","$942,500 ","$361,500 ","$540,000 ","$698,950 ",2016
16-Mar,"$484,120 ","$758,000 ","$548,780 ","$1,187,500 ","$650,000 ","$1,355,000 ","$1,205,000 ","$1,065,000 ","$370,000 ","$560,000 ","$761,090 ",2016
16-Apr,"$509,240 ","$800,000 ","$565,000 ","$1,200,000 ","$629,980 ","$1,400,000 ","$1,312,500 ","$1,085,000 ","$380,000 ","$569,000 ","$831,180 ",2016
16-May,"$519,930 ","$828,000 ","$595,000 ","$1,237,500 ","$645,770 ","$1,360,000 ","$1,392,500 ","$1,100,000 ","$385,500 ","$580,000 ","$848,580 ",2016
16-Jun,"$518,980 ","$803,000 ","$625,000 ","$1,218,500 ","$619,000 ","$1,350,000 ","$1,306,250 ","$1,050,000 ","$390,000 ","$608,000 ","$841,960 ",2016
16-Jul,"$511,420 ","$800,000 ","$625,000 ","$1,150,000 ","$634,380 ","$1,362,500 ","$1,350,000 ","$1,045,000 ","$381,000 ","$572,500 ","$810,510 ",2016
16-Aug,"$527,490 ","$775,000 ","$570,000 ","$1,200,000 ","$625,000 ","$1,257,500 ","$1,250,000 ","$975,000 ","$410,000 ","$585,000 ","$777,160 ",2016
16-Sep,"$516,450 ","$760,000 ","$549,900 ","$1,165,000 ","$650,000 ","$1,218,750 ","$1,290,000 ","$1,000,000 ","$389,500 ","$590,000 ","$770,150 ",2016
16-Oct,"$513,520 ","$775,000 ","$535,650 ","$1,225,000 ","$618,250 ","$1,407,500 ","$1,350,000 ","$1,047,500 ","$392,500 ","$595,000 ","$803,190 ",2016
16-Nov,"$502,490 ","$800,000 ","$569,000 ","$1,050,000 ","$637,500 ","$1,360,500 ","$1,216,750 ","$1,010,000 ","$380,000 ","$578,000 ","$809,150 ",2016
16-Dec,"$510,560 ","$755,000 ","$550,000 ","$1,118,700 ","$605,000 ","$1,315,210 ","$1,332,500 ","$965,000 ","$405,000 ","$585,000 ","$775,820 ",2016
17-Jan,"$491,840 ","$755,000 ","$540,000 ","$1,150,000 ","$662,500 ","$1,250,000 ","$1,150,000 ","$927,500 ","$387,400 ","$579,500 ","$730,200 ",2017
17-Feb,"$480,270 ","$786,000 ","$554,250 ","$1,174,500 ","$660,000 ","$1,276,000 ","$1,352,000 ","$1,100,000 ","$382,500 ","$598,640 ","$784,470 ",2017
17-Mar,"$518,600 ","$833,750 ","$585,000 ","$1,250,000 ","$675,000 ","$1,350,000 ","$1,350,000 ","$1,130,000 ","$400,000 ","$635,000 ","$830,000 ",2017
17-Apr,"$537,950 ","$875,000 ","$653,694 ","$1,325,000 ","$685,000 ","$1,402,500 ","$1,500,000 ","$1,160,000 ","$400,000 ","$608,000 ","$885,000 ",2017
17-May,"$550,239 ","$862,000 ","$653,000 ","$1,315,000 ","$673,250 ","$1,501,680 ","$1,480,000 ","$1,200,000 ","$415,000 ","$625,000 ","$899,730 ",2017
17-Jun,"$555,410 ","$900,000 ","$660,000 ","$1,272,500 ","$685,000 ","$1,469,000 ","$1,433,750 ","$1,182,500 ","$420,000 ","$627,250 ","$908,740 ",2017
17-Jul,"$549,460 ","$875,500 ","$633,250 ","$1,224,000 ","$695,000 ","$1,428,000 ","$1,500,000 ","$1,165,000 ","$420,000 ","$645,000 ","$898,880 ",2017
17-Aug,"$565,330 ","$867,500 ","$627,860 ","$1,207,120 ","$654,000 ","$1,380,000 ","$1,375,000 ","$1,150,000 ","$410,000 ","$625,500 ","$856,200 ",2017
17-Sep,"$555,410 ","$853,000 ","$605,000 ","$1,250,000 ","$632,500 ","$1,350,000 ","$1,400,500 ","$1,180,000 ","$422,500 ","$620,000 ","$813,520 ",2017
17-Oct,"$546,430 ","$862,450 ","$615,000 ","$1,252,500 ","$649,000 ","$1,594,000 ","$1,522,500 ","$1,242,500 ","$415,000 ","$645,000 ","$892,720 ",2017
17-Nov,"$546,820 ","$880,000 ","$615,000 ","$1,230,000 ","$682,000 ","$1,500,000 ","$1,486,000 ","$1,282,500 ","$410,000 ","$655,000 ","$910,350 ",2017
17-Dec,"$549,560 ","$862,000 ","$600,000 ","$1,268,900 ","$688,000 ","$1,475,000 ","$1,500,000 ","$1,300,000 ","$416,000 ","$670,000 ","$885,030 ",2017
18-Jan,"$527,780 ","$840,000 ","$555,000 ","$1,317,500 ","$662,000 ","$1,330,000 ","$1,437,500 ","$1,170,000 ","$425,000 ","$670,000 ","$809,900 ",2018
18-Feb,"$522,440 ","$832,000 ","$610,000 ","$1,371,000 ","$713,500 ","$1,730,000 ","$1,610,000 ","$1,383,500 ","$430,000 ","$689,000 ","$875,000 ",2018
18-Mar,"$564,830 ","$955,000 ","$655,000 ","$1,392,500 ","$675,000 ","$1,680,000 ","$1,615,000 ","$1,454,500 ","$445,000 ","$685,000 ","$980,000 ",2018
18-Apr,"$584,460 ","$969,300 ","$689,660 ","$1,385,000 ","$682,500 ","$1,650,000 ","$1,770,000 ","$1,425,000 ","$447,500 ","$685,000 ","$1,010,000 ",2018
18-May,"$600,860 ","$1,025,000 ","$687,500 ","$1,415,000 ","$702,500 ","$1,620,000 ","$1,600,000 ","$1,400,000 ","$451,000 ","$698,500 ","$1,090,000 ",2018
